1220	0.7048136194
1219.5	0.7710157235
1219	0.8434886932
1218.5	0.8908782005
1218	0.9758929014
1217.5	1.048835516
1217	1.120819092
1216.5	1.249564767
1216	1.322497368
1215.5	1.486920953
1215	1.631147623
1214.5	1.817999601
1214	1.981082559
1213.5	2.169016361
1213	2.402487516
1212.5	2.745382547
1212	3.055299282
1211.5	3.418809652
1211	3.791951656
1210.5	4.336225033
1210	4.894268513
1209.5	5.537052155
1209	6.347803116
1208.5	7.13896513
1208	8.118512154
1207.5	9.155435562
1207	10.4611063
1206.5	11.86293411
1206	13.39207554
1205.5	15.24876022
1205	16.95822716
1204.5	19.02493477
1204	21.24094963
1203.5	23.6688118
1203	26.25482178
1202.5	28.82312584
1202	31.80123329
1201.5	34.35670853
1201	37.40306473
1200.5	40.60005951
1200	43.66930389
1199.5	47.19487762
1199	50.24835968
1198.5	53.46853638
1198	56.61051941
1197.5	59.94564438
1197	63.06874847
1196.5	66.12375641
1196	69.23936462
1195.5	71.74384308
1195	74.36508942
1194.5	76.57945251
1194	78.70307159
1193.5	80.6282196
1193	82.28073883
1192.5	83.69893646
1192	84.68682098
1191.5	85.70374298
1191	86.40075684
1190.5	86.98291016
1190	87.36904144
1189.5	87.59910583
1189	87.6619339
1188.5	87.68361664
1188	87.5099411
1187.5	87.2052536
1187	86.85792542
1186.5	86.44403839
1186	85.98934937
1185.5	85.51374054
1185	84.93902588
1184.5	84.26083374
1184	83.71530151
1183.5	83.22346497
1183	82.62680817
1182.5	82.23886871
1182	81.85021973
1181.5	81.42340088
1181	81.23234558
1180.5	81.13304901
1180	81.00962067
1179.5	81.0068512
1179	81.18391418
1178.5	81.33188629
1178	81.59261322
1177.5	81.96000671
1177	82.38796234
1176.5	82.77098083
1176	83.29141235
1175.5	83.78416443
1175	84.19078827
1174.5	84.67268372
1174	85.07206726
1173.5	85.51417542
1173	85.76822662
1172.5	86.06349182
1172	86.23345184
1171.5	86.36933899
1171	86.4307785
1170.5	86.55396271
1170	86.40914917
1169.5	86.34448242
1169	86.35386658
1168.5	86.21855927
1168	86.03351593
1167.5	85.93811035
1167	85.85988617
1166.5	85.71404266
1166	85.67436218
1165.5	85.62392426
1165	85.54767609
1164.5	85.4683609
1164	85.5499649
1163.5	85.51911926
1163	85.51080322
1162.5	85.56503296
1162	85.68746185
1161.5	85.7154007
1161	85.80147552
1160.5	85.88527679
1160	85.96988678
1159.5	86.02990723
1159	86.18360901
1158.5	86.31391144
1158	86.43889618
1157.5	86.48531342
1157	86.63993835
1156.5	86.81817627
1156	86.81787109
1155.5	86.81194305
1155	86.94836426
1154.5	86.9723587
1154	86.88442993
1153.5	86.83258057
1153	86.80646515
1152.5	86.55203247
1152	86.26766205
1151.5	86.09431458
1151	85.78637695
1150.5	85.31523132
1150	84.92133331
1149.5	84.57711029
1149	84.10844421
1148.5	83.59733582
1148	83.16686249
1147.5	82.81758118
1147	82.3727417
1146.5	82.01331329
1146	81.75042725
1145.5	81.51563263
1145	81.3130722
1144.5	81.2020874
1144	81.16891479
1143.5	81.231987
1143	81.20841217
1142.5	81.34115601
1142	81.59570313
1141.5	81.88450623
1141	82.04115295
1140.5	82.329216
1140	82.78458405
1139.5	83.10706329
1139	83.41591644
1138.5	83.64554596
1138	84.04065704
1137.5	84.28907776
1137	84.45842743
1136.5	84.70681
1136	84.9475174
1135.5	85.01661682
1135	85.18438721
1134.5	85.24453735
1134	85.34828949
1133.5	85.36115265
1133	85.28033447
1132.5	85.22290802
1132	85.13642883
1131.5	84.97891235
1131	84.88729858
1130.5	84.6919632
1130	84.55422211
1129.5	84.35325623
1129	84.07964325
1128.5	83.82855225
